selling_price,km_driven,mileage,engine,max_power,seats,no_of_years,fuel_Diesel,fuel_LPG,fuel_Petrol,seller_type_Individual,seller_type_Trustmark Dealer,transmission_Manual,owner_More than 2 owner,owner_Second Owner
150000,60000,17.0,1405.0,70.0,5.0,14,1,0,0,1,0,1,1,0
800000,36000,19.01,1461.0,108.5,5.0,6,1,0,0,1,0,1,0,0
350000,20000,21.1,814.0,55.2,5.0,5,0,0,1,1,0,1,0,1
350000,160000,13.93,2179.0,138.0,7.0,11,1,0,0,1,0,1,0,0
250000,185000,12.7,2609.0,116.6,9.0,16,1,0,0,1,0,1,0,0
170000,110000,17.0,1405.0,71.0,5.0,12,1,0,0,1,0,1,0,1
395000,10800,25.17,799.0,53.3,5.0,4,0,0,1,1,0,1,0,0
450000,120000,15.96,2523.0,62.1,7.0,10,1,0,0,1,0,1,0,0
500000,15000,20.89,1197.0,81.8,5.0,3,0,0,1,1,0,1,0,0
200000,67500,12.2,1948.0,68.0,10.0,10,1,0,0,1,0,1,0,0
1200000,30000,17.6,2179.0,153.86,7.0,5,1,0,0,1,0,1,0,0
400000,50000,25.32,1198.0,77.0,6.0,6,1,0,0,1,0,1,0,0
650000,100000,18.49,1493.0,100.0,7.0,6,1,0,0,1,0,1,0,0
550000,150000,15.96,2523.0,63.0,9.0,6,1,0,0,1,0,1,0,0
1100000,110000,16.0,2179.0,140.0,7.0,7,1,0,0,1,0,1,0,0
254999,30000,22.74,796.0,47.3,5.0,10,0,0,1,1,0,1,0,0
180000,60000,19.7,796.0,46.3,5.0,11,0,0,1,1,0,1,0,0
160000,255000,13.0,2489.0,95.0,8.0,12,1,0,0,1,0,1,0,1
225000,120000,16.52,1991.0,123.7,5.0,14,1,0,0,1,0,1,0,1
270000,49900,22.74,796.0,47.3,5.0,7,0,0,1,1,0,1,0,1
310000,86000,21.12,1248.0,88.8,5.0,10,1,0,0,1,0,1,0,0
225000,71850,20.63,1198.0,67.0,5.0,7,0,0,1,1,0,1,0,0
300000,95000,21.2,1248.0,75.0,5.0,7,1,0,0,1,0,1,1,0
250000,70000,17.5,1298.0,85.8,5.0,14,0,0,1,1,0,1,1,0
180000,35000,21.1,814.0,55.2,5.0,11,0,0,1,1,0,1,0,0
550000,50000,20.85,1197.0,83.14,5.0,7,0,0,1,1,0,1,0,0
300000,120000,13.6,2523.0,63.0,7.0,15,1,0,0,1,0,1,1,0
900000,145000,22.7,1582.0,126.2,5.0,7,1,0,0,1,0,1,0,0
254999,190000,19.3,1248.0,0.0,5.0,10,1,0,0,1,0,1,1,0
1530000,40000,16.0,2179.0,138.0,7.0,4,1,0,0,1,0,1,0,0
590000,110000,27.39,1248.0,74.0,5.0,7,1,0,0,1,0,1,0,0
170000,112000,17.3,1061.0,57.5,5.0,14,0,1,0,1,0,1,0,1
2600000,70000,20.38,1968.0,143.0,5.0,5,1,0,0,1,0,0,0,0
475000,110000,23.2,1248.0,73.94,5.0,6,1,0,0,1,0,1,0,0
700000,29000,24.0,1186.0,73.97,5.0,4,1,0,0,1,0,1,0,0
376000,60000,18.9,998.0,67.1,5.0,11,0,0,1,1,0,1,0,0
100000,120000,19.3,1248.0,0.0,5.0,20,0,0,1,1,0,1,1,0
75000,46000,16.1,796.0,37.0,4.0,18,0,0,1,1,0,1,1,0
440000,120000,11.79,2179.0,120.0,8.0,10,1,0,0,1,0,0,1,0
390000,80000,20.51,998.0,67.04,5.0,6,0,0,1,1,0,1,0,0
725000,159000,12.8,2494.0,102.0,7.0,10,1,0,0,1,0,1,0,1
325000,110000,15.96,2523.0,62.1,7.0,10,1,0,0,1,0,1,0,1
170000,75000,19.7,796.0,46.3,5.0,12,0,0,1,1,0,1,0,1
215000,120000,19.3,1248.0,73.9,5.0,12,1,0,0,1,0,1,1,0
350000,110000,17.0,1497.0,118.0,5.0,12,0,0,1,1,0,1,1,0
80000,80000,18.0,995.0,62.0,5.0,13,0,0,1,1,0,1,1,0
195000,80000,21.1,814.0,55.2,5.0,10,0,0,1,1,0,1,0,1
280000,85000,19.3,1248.0,0.0,5.0,11,1,0,0,1,0,1,0,0
335000,71000,21.64,1461.0,84.8,5.0,8,1,0,0,0,0,1,0,0
475000,108000,16.0,2179.0,140.0,7.0,11,1,0,0,0,0,1,0,0
484999,75000,19.87,1461.0,83.8,5.0,7,1,0,0,0,0,1,0,0
650000,22000,21.56,1462.0,103.25,5.0,4,0,0,1,1,0,1,0,1
1850000,76131,13.22,2967.0,241.4,5.0,8,1,0,0,1,0,0,0,0
700000,30000,18.6,1197.0,81.83,5.0,4,0,0,1,1,0,1,0,1
3000000,65000,12.07,2967.0,241.4,7.0,8,1,0,0,1,0,0,0,0
900000,60000,15.4,2523.0,75.0,7.0,4,1,0,0,1,0,1,0,0
350000,80000,22.07,1199.0,73.9,5.0,9,1,0,0,1,0,1,0,0
285000,80000,9.0,2997.0,218.0,5.0,17,0,0,1,1,0,0,0,1
1850000,70000,12.07,2967.0,241.4,7.0,10,1,0,0,1,0,0,0,0
750000,51777,24.3,1248.0,88.5,5.0,5,1,0,0,0,0,1,0,0
1650000,64788,0.0,2179.0,115.0,5.0,9,1,0,0,0,0,0,0,0
600000,20000,19.5,1199.0,88.76,5.0,4,0,0,1,1,0,1,0,0
565000,19000,18.78,999.0,75.0,5.0,4,0,0,1,1,0,1,0,0
86000,46951,18.5,796.0,53.0,5.0,22,0,0,1,1,0,1,0,0
329000,19000,20.63,1198.0,67.0,5.0,6,0,0,1,1,0,1,0,0
650000,50000,22.77,1498.0,98.59,5.0,6,1,0,0,1,0,1,0,0
822000,60000,19.67,1582.0,126.2,5.0,7,1,0,0,1,0,1,0,0
345000,100000,19.01,1461.0,108.45,5.0,9,1,0,0,1,0,1,0,1
30000,10000,17.3,993.0,60.0,5.0,21,0,0,1,1,0,1,0,0
330000,50000,22.9,1248.0,74.0,5.0,10,1,0,0,1,0,1,0,1
300000,74537,20.51,998.0,67.04,5.0,8,0,0,1,1,0,1,0,1
200000,90000,12.6,1586.0,103.3,5.0,13,0,0,1,1,0,0,0,1
200000,80000,19.3,1248.0,0.0,5.0,10,1,0,0,1,0,1,0,1
90000,70000,18.0,995.0,62.0,5.0,12,0,0,1,1,0,1,0,1
200000,80000,18.9,1061.0,67.0,5.0,12,0,0,1,1,0,1,0,1
550000,35000,24.4,1120.0,71.0,5.0,6,1,0,0,1,0,1,0,0
250000,23500,18.6,1199.0,76.8,5.0,7,0,0,1,1,0,1,0,0
975000,82000,25.6,1498.0,97.9,5.0,5,1,0,0,1,0,1,0,0
900000,100000,12.99,2494.0,100.6,8.0,8,1,0,0,1,0,1,0,1
610000,15000,18.6,1197.0,81.83,5.0,4,0,0,1,1,0,1,0,0
620000,30000,27.39,1248.0,74.0,5.0,5,1,0,0,1,0,1,0,0
400000,30000,18.9,1197.0,82.0,5.0,6,0,0,1,1,0,1,0,0
500000,11000,21.63,998.0,67.0,5.0,3,0,0,1,1,0,1,0,0
200000,140000,19.02,1198.0,67.05,7.0,5,0,0,1,1,0,1,0,0
360000,110000,23.0,1248.0,88.7,5.0,6,1,0,0,1,0,1,0,0
252000,48000,20.92,998.0,67.1,5.0,10,0,0,1,1,0,1,0,0
280000,70000,22.9,1248.0,74.0,5.0,10,1,0,0,1,0,1,0,1
509999,70000,22.0,1197.0,81.8,5.0,4,0,0,1,1,0,1,0,1
1050000,58000,15.4,1997.0,120.0,7.0,6,1,0,0,1,0,1,0,0
200000,40000,17.3,1061.0,57.5,5.0,12,0,1,0,1,0,1,1,0
60000,90000,17.3,993.0,60.0,5.0,17,0,0,1,1,0,1,0,1
320000,40000,14.0,2498.0,112.0,7.0,12,1,0,0,1,0,1,0,1
520000,110000,12.05,2179.0,120.0,9.0,9,1,0,0,1,0,1,0,0
250000,80000,11.57,2179.0,138.1,7.0,15,1,0,0,1,0,1,0,1
725000,60000,24.3,1248.0,88.5,5.0,5,1,0,0,1,0,1,0,0
585000,50000,15.96,2523.0,62.1,7.0,7,1,0,0,1,0,1,0,0
430000,25000,23.84,1199.0,84.0,5.0,5,0,0,1,1,0,1,0,0
235000,100000,22.9,1248.0,74.0,5.0,11,1,0,0,1,0,1,0,1
350000,52000,19.3,1248.0,73.9,5.0,10,1,0,0,1,0,1,1,0
131000,80000,19.81,1086.0,68.05,5.0,12,0,0,1,1,0,1,1,0
450000,85000,25.8,1498.0,98.6,5.0,6,1,0,0,1,0,1,0,0
750000,83000,24.3,1248.0,88.5,5.0,6,1,0,0,1,0,1,0,0
200000,50000,22.74,796.0,47.3,5.0,9,0,0,1,1,0,1,0,0
125000,120000,18.9,1061.0,67.0,5.0,13,0,0,1,1,0,1,1,0
500000,100000,15.96,2523.0,62.1,7.0,8,1,0,0,1,0,1,0,0
380000,70000,22.9,1248.0,74.0,5.0,10,1,0,0,1,0,1,1,0
128000,19000,19.7,796.0,46.3,5.0,14,0,0,1,1,0,1,0,0
250000,68600,17.0,1497.0,118.0,5.0,13,0,0,1,1,0,1,1,0
690000,60000,16.5,1493.0,70.0,7.0,5,1,0,0,1,0,1,0,0
650000,65000,15.96,2523.0,62.1,7.0,8,1,0,0,1,0,1,0,1
560000,40000,16.8,1497.0,116.3,5.0,10,0,0,1,1,0,1,0,1
120000,160000,19.3,1248.0,0.0,5.0,10,1,0,0,1,0,1,0,1
400000,25000,23.1,998.0,67.04,5.0,6,0,0,1,1,0,1,0,0
200000,29500,20.92,998.0,67.1,5.0,10,0,0,1,1,0,1,0,0
950000,13887,17.0,1591.0,121.3,5.0,4,0,0,1,1,0,1,0,0
300000,50000,22.74,796.0,47.3,5.0,6,0,0,1,1,0,1,0,1
315000,30000,25.17,799.0,53.3,5.0,6,0,0,1,1,0,1,0,1
220000,100000,22.74,796.0,47.3,5.0,10,0,0,1,1,0,1,0,0
130000,60000,14.49,1399.0,92.7,5.0,11,0,0,1,1,0,1,0,1
595000,60000,22.54,1396.0,88.73,5.0,6,1,0,0,1,0,1,0,1
110000,120000,19.4,1405.0,70.0,5.0,11,1,0,0,1,0,1,0,0
680000,13500,17.0,1497.0,121.36,5.0,5,0,0,1,1,0,1,0,0
280000,52000,20.3,1248.0,75.0,5.0,9,1,0,0,1,0,1,0,0
530000,30000,21.4,1197.0,83.1,5.0,5,0,0,1,1,0,1,0,1
610000,14000,19.1,1197.0,82.0,5.0,5,0,0,1,1,0,1,0,0
500000,90000,15.05,2179.0,147.9,7.0,8,1,0,0,1,0,1,0,1
500000,50000,24.7,1047.0,69.0,5.0,4,1,0,0,1,0,1,0,0
250000,120000,13.0,2489.0,95.0,8.0,12,1,0,0,1,0,1,0,1
325000,10000,21.1,814.0,55.2,5.0,4,0,0,1,1,0,1,0,0
550000,10000,21.4,1197.0,83.1,5.0,4,0,0,1,1,0,1,0,0
720000,25000,20.73,1373.0,91.1,5.0,4,0,0,1,1,0,1,0,0
950000,20000,17.0,1591.0,121.3,5.0,5,0,0,1,1,0,1,0,0
350000,60000,22.9,1248.0,74.0,5.0,9,1,0,0,1,0,1,0,0
500000,40000,18.9,1197.0,81.86,5.0,4,0,0,1,1,0,1,0,0
380000,60000,19.3,1248.0,73.9,5.0,10,1,0,0,1,0,1,0,0
380000,50000,16.9,1197.0,82.0,5.0,7,0,0,1,1,0,0,0,0
900000,20000,17.0,1591.0,121.3,5.0,5,0,0,1,1,0,1,0,0
295000,35000,24.7,796.0,47.3,5.0,5,0,0,1,1,0,1,0,0
640000,40000,28.09,1248.0,88.5,5.0,6,1,0,0,1,0,1,0,0
790000,60000,21.5,1497.0,108.5,5.0,4,1,0,0,1,0,1,0,0
625000,20000,17.01,1591.0,121.4,5.0,7,0,0,1,1,0,1,0,0
604000,30000,17.0,1497.0,121.36,5.0,5,0,0,1,1,0,1,0,1
315000,29000,23.95,998.0,67.05,5.0,7,0,0,1,1,0,1,0,0
950000,17000,20.0,1497.0,115.0,5.0,3,1,0,0,1,0,1,0,0
400000,50000,20.51,998.0,67.04,5.0,5,0,0,1,1,0,1,0,0
700000,42000,18.6,1368.0,98.63,5.0,4,0,0,1,1,0,0,0,0
700000,120000,12.8,2494.0,102.0,8.0,11,1,0,0,1,0,1,0,1
260000,110000,21.03,1461.0,65.0,5.0,10,1,0,0,1,0,1,0,0
200000,90000,23.57,1396.0,70.0,5.0,10,1,0,0,1,0,1,0,0
580000,70000,23.26,1197.0,88.5,5.0,2,0,0,1,1,0,1,0,0
330000,66000,20.5,1598.0,105.0,5.0,11,1,0,0,1,0,1,0,1
400000,70000,16.2,1493.0,110.0,5.0,11,1,0,0,1,0,1,1,0
1350000,5000,14.8,1591.0,121.3,5.0,4,0,0,1,1,0,0,0,0
250000,50000,21.03,1461.0,65.0,5.0,8,1,0,0,1,0,1,0,1
725000,25000,15.41,1598.0,103.2,5.0,3,0,0,1,1,0,1,0,0
300000,70000,23.4,1248.0,74.0,5.0,9,1,0,0,1,0,1,0,0
120000,40000,16.1,796.0,37.0,4.0,16,0,0,1,1,0,1,0,1
1175000,110000,16.0,2179.0,140.0,7.0,6,1,0,0,1,0,1,0,0
380000,150000,13.93,2179.0,138.0,7.0,13,1,0,0,1,0,1,0,0
400000,45000,19.1,1405.0,70.0,5.0,8,1,0,0,1,0,1,0,0
140000,90000,16.1,1405.0,70.0,5.0,17,1,0,0,1,0,1,1,0
229999,140000,11.57,2179.0,138.1,7.0,11,1,0,0,1,0,1,0,1
110000,83000,13.8,1299.0,70.0,5.0,19,0,0,1,1,0,1,0,1
550000,106000,16.96,1968.0,138.1,5.0,11,1,0,0,1,0,0,0,1
150000,60000,15.26,1150.0,74.9,5.0,14,0,0,1,1,0,1,1,0
265000,40000,16.8,796.0,34.2,8.0,5,0,0,1,1,0,1,0,1
300000,138000,17.0,1197.0,80.0,5.0,11,0,0,1,1,0,1,1,0
280000,80000,22.74,796.0,47.3,5.0,7,0,0,1,1,0,1,0,0
130000,50000,15.3,1341.0,83.0,5.0,17,0,0,1,1,0,1,0,1
350000,50000,18.2,1199.0,82.4,5.0,7,0,0,1,1,0,1,0,0
200000,120000,18.5,1197.0,85.8,5.0,13,0,0,1,1,0,1,0,0
550000,24400,22.0,1197.0,81.8,5.0,4,0,0,1,1,0,1,0,0
400000,60000,15.96,2523.0,62.1,7.0,9,1,0,0,1,0,1,0,1
170000,120000,18.5,1197.0,85.8,5.0,12,0,0,1,1,0,1,0,1
600000,60000,24.8,1396.0,88.7,5.0,7,1,0,0,1,0,1,0,1
130000,100000,19.7,796.0,46.3,5.0,11,0,0,1,1,0,1,0,1
120000,60000,19.3,1248.0,0.0,5.0,15,0,0,0,1,0,1,0,1
100000,120000,16.1,796.0,37.0,4.0,11,0,0,1,1,0,1,0,1
310000,27500,25.17,799.0,53.3,5.0,6,0,0,1,1,0,1,0,0
35000,10000,16.1,796.0,37.0,4.0,15,0,0,1,1,0,1,0,0
200000,120000,18.5,1197.0,80.0,5.0,12,0,0,1,1,0,1,1,0
270000,70000,19.3,1248.0,0.0,5.0,13,1,0,0,1,0,1,0,1
650000,80000,22.54,1396.0,88.73,5.0,7,1,0,0,1,0,1,0,0
210000,120000,15.64,1193.0,64.1,5.0,9,0,0,1,1,0,1,0,0
509999,90000,24.4,1120.0,71.01,5.0,7,1,0,0,1,0,1,0,0
229999,70000,20.0,1399.0,68.1,5.0,9,1,0,0,1,0,1,0,0
409999,188000,19.01,1461.0,108.45,5.0,8,1,0,0,1,0,1,0,1
130000,67840,18.0,995.0,62.0,5.0,11,0,0,1,1,0,1,0,0
95000,30000,25.4,624.0,37.48,4.0,9,0,0,1,1,0,1,0,0
225000,35000,22.74,796.0,47.3,5.0,6,0,0,1,1,0,1,0,1
256999,150000,19.3,1248.0,0.0,5.0,12,1,0,0,1,0,1,0,1
775000,100000,24.3,1248.0,88.5,5.0,5,1,0,0,1,0,1,0,0
420000,30000,20.51,998.0,67.04,5.0,5,0,0,1,1,0,1,0,0
480000,70000,18.9,1197.0,82.0,5.0,6,0,0,1,1,0,1,0,0
200000,149032,19.3,1248.0,0.0,5.0,19,1,0,0,1,0,1,0,0
260000,380000,13.6,2523.0,63.0,7.0,12,1,0,0,1,0,1,0,1
210000,84050,19.3,1248.0,0.0,5.0,11,0,0,1,1,0,1,0,0
600000,15000,16.2,1199.0,74.0,5.0,4,0,0,1,1,0,1,0,0
140000,140000,13.8,1399.0,68.0,5.0,13,1,0,0,1,0,1,0,1
130000,120000,19.7,796.0,35.0,8.0,12,0,0,1,1,0,1,1,0
195000,112880,25.2,1248.0,74.0,5.0,15,1,0,0,0,0,1,0,0
210000,135000,19.4,1405.0,70.0,5.0,9,1,0,0,0,0,1,0,1
130000,80000,18.9,998.0,67.1,5.0,16,0,0,1,1,0,1,1,0
141000,128000,18.6,1199.0,79.4,5.0,10,0,0,1,1,0,1,1,0
280000,120000,13.6,2523.0,63.0,7.0,11,1,0,0,1,0,1,0,0
350000,30000,12.6,1586.0,103.2,5.0,12,0,0,1,1,0,0,0,0
575000,70000,17.0,1198.0,108.5,5.0,4,0,0,1,1,0,1,0,0
550000,41000,18.6,1197.0,81.83,5.0,7,0,0,1,1,0,1,0,0
420000,28100,19.3,1248.0,0.0,5.0,11,0,0,1,1,0,1,0,0
120000,30000,19.7,796.0,46.3,5.0,16,0,0,1,1,0,1,0,1
320000,30000,23.95,998.0,67.05,5.0,7,0,0,1,1,0,1,0,0
250000,35000,16.36,1495.0,93.7,5.0,11,0,0,1,1,0,1,0,0
300000,22000,15.0,1586.0,104.68,5.0,12,0,0,1,1,0,1,0,0
250000,70000,18.9,998.0,67.1,5.0,16,0,0,1,1,0,1,0,0
120000,100000,19.3,1248.0,0.0,5.0,17,0,0,1,1,0,1,0,1
750000,70000,16.5,1493.0,70.0,7.0,4,1,0,0,1,0,1,0,0
151000,200000,10.5,2179.0,120.0,8.0,17,1,0,0,1,0,1,0,1
300000,120000,13.93,2179.0,138.03,7.0,11,1,0,0,1,0,1,0,0
577000,3000,20.89,1197.0,81.8,5.0,3,0,0,1,1,0,1,0,0
229999,50000,20.92,998.0,67.1,5.0,10,0,0,1,1,0,1,0,0
500000,50000,15.96,2523.0,62.1,7.0,9,1,0,0,1,0,1,0,0
840000,1500,18.2,1199.0,88.7,5.0,3,0,0,1,1,0,0,0,0
900000,74000,22.27,1498.0,108.6,5.0,5,1,0,0,1,0,1,0,0
650000,25000,18.7,1199.0,88.7,5.0,5,0,0,1,1,0,1,0,0
650000,61915,27.3,1498.0,98.6,5.0,6,1,0,0,1,0,1,0,0
250000,110000,21.1,814.0,55.2,5.0,6,0,0,1,1,0,1,0,0
550000,70000,20.14,1498.0,88.0,5.0,6,1,0,0,1,0,1,0,0
250000,150000,17.8,1248.0,75.0,5.0,15,1,0,0,1,0,1,1,0
350000,110000,17.21,1493.0,100.0,7.0,9,1,0,0,1,0,1,0,1
185000,90000,25.44,936.0,56.3,5.0,8,1,0,0,1,0,1,0,1
229999,120000,15.6,1196.0,70.0,5.0,12,0,0,1,1,0,1,1,0
1000000,65000,12.99,2494.0,100.6,8.0,6,1,0,0,1,0,1,0,0
490000,10000,20.52,1197.0,81.8,5.0,3,0,0,1,1,0,1,0,0
150000,80000,20.36,1197.0,78.9,5.0,13,0,0,1,1,0,1,0,1
600000,184000,20.77,1248.0,88.76,7.0,9,1,0,0,1,0,1,0,0
270000,80000,32.52,998.0,58.33,5.0,9,0,0,0,1,0,1,0,1
60000,70000,17.3,993.0,60.0,5.0,17,0,0,1,1,0,1,0,1
150000,89000,15.6,1586.0,104.68,5.0,14,0,0,1,1,0,1,0,1
335000,33033,19.4,1198.0,86.8,5.0,8,0,0,1,0,0,1,0,0
525000,69000,22.9,1248.0,74.0,5.0,9,1,0,0,1,0,1,0,1
465000,63063,18.9,1197.0,82.0,5.0,7,0,0,1,0,0,0,0,0
83000,90000,25.0,1396.0,69.0,5.0,10,1,0,0,1,0,1,0,1
300000,8000,21.1,814.0,55.2,5.0,5,0,0,1,1,0,1,0,0
350000,35000,17.0,1197.0,80.0,5.0,10,0,0,1,1,0,1,0,0
300000,45000,17.0,1197.0,80.0,5.0,11,0,0,1,1,0,1,0,0
250000,30000,20.4,1248.0,91.2,5.0,11,1,0,0,1,0,1,0,0
114999,59000,16.1,796.0,37.0,4.0,16,0,0,1,1,0,1,0,1
700000,6200,19.34,1462.0,103.0,7.0,4,0,0,1,1,0,1,0,0
250000,120000,21.63,998.0,67.0,5.0,2,0,0,1,1,0,1,0,1
350000,70000,20.51,998.0,67.04,5.0,6,0,0,1,1,0,1,0,0
80000,70000,14.0,796.0,35.0,5.0,24,0,0,1,1,0,1,0,0
850000,110000,15.4,2523.0,75.0,7.0,5,1,0,0,1,0,1,0,0
70000,158000,19.3,1248.0,0.0,5.0,18,0,0,1,1,0,1,0,0
90000,93000,18.0,995.0,62.0,5.0,15,0,0,1,1,0,1,1,0
600000,110000,13.58,2499.0,72.4,10.0,8,1,0,0,1,0,1,0,0
135000,57000,19.7,796.0,46.3,5.0,15,0,0,1,1,0,1,0,0
150000,120000,13.2,1495.0,94.0,5.0,17,0,0,1,1,0,1,0,0
259000,35000,23.03,1396.0,69.0,5.0,10,1,0,0,1,0,1,0,0
220000,90000,23.03,1396.0,69.0,5.0,10,1,0,0,1,0,1,0,0
246000,35000,23.03,1396.0,69.0,5.0,10,1,0,0,1,0,1,0,1
240000,120000,17.5,1298.0,85.8,5.0,13,0,0,1,1,0,1,0,0
946000,60000,22.1,1396.0,88.7,5.0,4,1,0,0,1,0,1,0,0
215000,70000,23.03,1396.0,69.0,5.0,11,1,0,0,1,0,1,0,0
50000,60000,17.3,993.0,60.0,5.0,23,0,0,1,1,0,1,1,0
310000,100000,25.8,1498.0,98.6,5.0,9,1,0,0,1,0,1,0,0
220000,35000,20.36,1197.0,78.9,5.0,14,0,0,1,1,0,1,0,0
195000,90000,17.8,1248.0,75.0,5.0,14,1,0,0,1,0,1,1,0
650000,50000,17.19,1197.0,81.86,5.0,7,0,0,1,1,0,1,0,0
350000,98000,18.5,1197.0,80.0,5.0,11,0,0,1,1,0,1,0,0
360000,30000,18.5,1197.0,82.85,5.0,9,0,0,1,1,0,1,0,0
550000,50000,16.3,1797.0,147.5,5.0,9,0,0,1,1,0,1,0,1
490000,26000,18.9,1197.0,82.0,5.0,6,0,0,1,1,0,1,0,0
195000,46000,19.7,796.0,46.3,5.0,11,0,0,1,1,0,1,0,1
125000,80000,19.7,796.0,46.3,5.0,12,0,0,1,1,0,1,1,0
459999,10000,23.84,1199.0,84.0,5.0,3,0,0,1,1,0,1,0,0
275000,16700,22.74,796.0,47.3,5.0,7,0,0,1,1,0,1,0,0
680000,70000,28.4,1248.0,74.02,5.0,4,1,0,0,1,0,1,0,0
600000,7967,20.85,1197.0,83.14,5.0,7,0,0,1,1,0,1,0,0
720000,20000,22.0,1197.0,81.8,5.0,4,0,0,1,1,0,1,0,0
295000,50000,19.3,1248.0,0.0,5.0,11,1,0,0,1,0,1,0,0
356000,9656,25.17,799.0,53.3,5.0,6,0,0,1,1,0,1,0,0
225000,50000,19.81,1086.0,68.05,5.0,11,0,0,1,1,0,1,0,0
725000,17000,24.4,1498.0,98.63,5.0,3,1,0,0,1,0,1,0,0
130000,50000,18.0,995.0,62.0,5.0,12,0,0,1,1,0,1,0,0
300000,10000,25.17,799.0,53.3,5.0,7,0,0,1,1,0,1,0,0
400000,43000,18.5,1197.0,82.85,5.0,9,0,0,1,1,0,1,0,1
550000,50000,23.5,1396.0,88.7,5.0,9,1,0,0,1,0,1,0,0
120000,90000,18.9,998.0,67.0,5.0,16,0,0,1,1,0,1,0,1
409999,100000,14.0,2498.0,112.0,8.0,10,1,0,0,1,0,1,0,1
110000,80000,0.0,1086.0,62.1,5.0,12,0,0,1,1,0,1,0,1
450000,120000,15.96,2523.0,62.1,7.0,10,1,0,0,1,0,1,0,0
610000,5000,21.21,1197.0,81.8,5.0,3,0,0,1,1,0,1,0,0
515000,68609,22.7,1498.0,89.84,5.0,6,1,0,0,0,0,1,0,0
925000,33360,22.77,1498.0,98.59,5.0,4,1,0,0,0,0,1,0,0
860000,14317,14.23,1498.0,104.55,5.0,3,0,0,1,0,0,1,0,0
225000,87237,20.0,1399.0,68.05,5.0,10,1,0,0,0,0,1,0,1
500000,62960,25.83,1498.0,99.0,5.0,5,1,0,0,0,0,1,0,0
600000,26634,21.21,1197.0,81.8,5.0,5,0,0,1,0,0,0,0,0
195000,163720,18.5,1399.0,68.0,5.0,10,1,0,0,0,0,1,0,0
265000,67998,18.9,998.0,67.1,5.0,10,0,0,1,0,0,1,0,0
650000,20706,23.8,1499.0,98.63,5.0,4,1,0,0,0,0,1,0,0
415000,100581,25.83,1498.0,99.0,5.0,7,1,0,0,0,0,1,0,0
600000,67303,20.45,1461.0,83.8,5.0,7,1,0,0,0,0,1,0,0
340000,79139,18.5,1197.0,85.8,5.0,9,0,0,1,0,0,1,0,0
350000,84784,24.0,1120.0,70.0,5.0,8,1,0,0,0,0,1,0,0
265000,130376,23.2,1248.0,73.94,5.0,10,1,0,0,0,0,1,0,1
625000,72000,13.93,2179.0,138.03,7.0,5,1,0,0,1,0,1,0,0
245000,127000,16.8,1493.0,110.0,5.0,14,1,0,0,1,0,1,0,1
395000,120000,25.2,1248.0,74.0,5.0,8,1,0,0,1,0,1,0,0
190000,120000,19.3,1248.0,0.0,5.0,12,1,0,0,1,0,1,0,1
490000,100000,24.4,1120.0,71.0,5.0,8,1,0,0,1,0,1,0,0
450000,148000,19.3,1248.0,0.0,5.0,10,1,0,0,1,0,1,0,1
955000,40000,24.52,1248.0,88.5,7.0,4,1,0,0,1,0,1,0,0
525000,110000,23.4,1248.0,74.0,5.0,9,1,0,0,1,0,1,0,0
550000,30000,20.3,1199.0,84.0,5.0,5,0,0,1,1,0,1,0,0
200000,120000,19.1,1405.0,70.0,5.0,8,1,0,0,1,0,1,0,1
500000,15000,18.16,1196.0,86.8,5.0,5,0,0,1,1,0,1,0,0
825000,33500,23.65,1248.0,88.5,5.0,6,1,0,0,1,0,1,0,0
250000,70000,17.21,1493.0,100.0,7.0,10,1,0,0,1,0,1,0,0
600000,10000,18.16,1197.0,78.8,5.0,7,0,0,1,1,0,1,0,0
1325000,22053,16.36,2179.0,120.0,7.0,4,1,0,0,1,0,1,0,0
770000,50000,18.49,1493.0,100.0,7.0,6,1,0,0,1,0,1,0,0
415000,78432,16.52,1991.0,123.7,5.0,11,1,0,0,1,0,1,0,0
825000,125000,14.66,2199.0,194.3,7.0,11,1,0,0,1,0,1,0,1
530000,80000,26.1,1498.0,99.23,5.0,4,1,0,0,1,0,1,0,0
425000,270000,12.8,2494.0,102.0,8.0,16,1,0,0,1,0,1,1,0
310000,50000,19.4,1198.0,86.8,5.0,10,0,0,1,1,0,1,0,1
390000,20000,23.84,1199.0,84.0,5.0,5,0,0,1,1,0,1,0,0
700000,30000,15.29,1591.0,121.3,5.0,6,0,0,1,1,0,1,0,0
200000,70000,19.81,1086.0,68.05,5.0,12,0,0,1,1,0,1,0,1
1050000,7200,12.99,2494.0,100.6,8.0,9,1,0,0,1,0,1,0,0
580000,97000,26.0,1498.0,98.6,5.0,8,1,0,0,1,0,1,0,0
200000,60000,21.1,814.0,55.2,5.0,8,0,0,1,1,0,1,0,1
245000,25000,18.2,1199.0,84.8,5.0,9,0,0,1,1,0,1,0,0
210000,94000,20.36,1197.0,78.9,5.0,12,0,0,1,1,0,1,0,1
50000,90000,15.4,1590.0,94.0,5.0,17,0,0,1,1,0,1,0,1
700000,50000,12.12,2231.0,184.0,7.0,10,1,0,0,1,0,0,0,1
660000,35000,22.95,1248.0,74.0,5.0,3,1,0,0,1,0,1,0,0
630000,117500,17.4,1497.0,117.3,5.0,7,0,0,1,1,0,1,0,1
950000,78500,15.1,2179.0,140.0,7.0,10,1,0,0,1,0,1,0,0
