selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,company_name,no_of_years
650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,Maruti,3
625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496.0,88.73,5.0,Toyota,5
600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,Maruti,4
450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.97,5.0,Hyundai,5
5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,BMW,3
5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,BMW,3
779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.76,5.0,Honda,3
645000,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598.0,103.5,5.0,Skoda,6
2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984.0,150.0,5.0,Volvo,4
2625000,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999.0,177.0,5.0,Jaguar,5
5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487.0,214.56,5.0,Lexus,3
3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999.0,177.0,5.0,Jaguar,5
503000,110000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,7.0,Tata,7
3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969.0,190.0,5.0,Volvo,3
2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494.0,157.7,5.0,Toyota,6
225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998.0,67.05,5.0,Maruti,9
740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248.0,74.0,5.0,Maruti,4
550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.7,5.0,Honda,6
750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494.0,100.6,7.0,Toyota,9
650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,Maruti,3
625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496.0,88.73,5.0,Toyota,5
600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,Maruti,4
450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.97,5.0,Hyundai,5
5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,BMW,3
5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,BMW,3
779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.76,5.0,Honda,3
645000,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598.0,103.5,5.0,Skoda,6
2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984.0,150.0,5.0,Volvo,4
2625000,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999.0,177.0,5.0,Jaguar,5
5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487.0,214.56,5.0,Lexus,3
3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999.0,177.0,5.0,Jaguar,5
503000,110000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,7.0,Tata,7
3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969.0,190.0,5.0,Volvo,3
2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494.0,157.7,5.0,Toyota,6
225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998.0,67.05,5.0,Maruti,9
740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248.0,74.0,5.0,Maruti,4
550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.7,5.0,Honda,6
750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494.0,100.6,7.0,Toyota,9
650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,Maruti,3
625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496.0,88.73,5.0,Toyota,5
600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,Maruti,4
450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.97,5.0,Hyundai,5
5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,BMW,3
5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,BMW,3
779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.76,5.0,Honda,3
645000,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598.0,103.5,5.0,Skoda,6
2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984.0,150.0,5.0,Volvo,4
385000,155000,Diesel,Individual,Manual,First Owner,25.0,1396.0,69.01,5.0,Tata,5
400000,35000,Petrol,Individual,Automatic,First Owner,23.1,998.0,67.04,5.0,Maruti,6
550000,50000,Diesel,Individual,Manual,First Owner,24.0,1186.0,73.97,5.0,Hyundai,4
270000,185000,Diesel,Individual,Manual,First Owner,14.8,2499.0,80.0,7.0,Chevrolet,12
200000,175000,Diesel,Individual,Manual,Second Owner,19.09,1396.0,69.0,5.0,Tata,9
310000,11500,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,Renault,6
700000,3000,Diesel,Individual,Manual,First Owner,25.4,1186.0,73.97,5.0,Hyundai,3
480000,80000,Diesel,Individual,Manual,Second Owner,22.1,1248.0,74.0,5.0,Chevrolet,7
90000,40000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,Maruti,17
80000,40000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,Maruti,17
350000,90000,Diesel,Individual,Manual,First Owner,23.2,1248.0,73.94,5.0,Maruti,7
600000,100000,Diesel,Individual,Manual,First Owner,23.65,1248.0,88.5,5.0,Maruti,5
350000,120000,Diesel,Individual,Manual,More than 2 owner,13.5,2179.0,115.0,5.0,Mahindra,11
770000,50000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,Maruti,4
350000,25000,Diesel,Individual,Manual,First Owner,21.03,1461.0,65.0,5.0,Mahindra,10
600000,50000,Diesel,Individual,Manual,More than 2 owner,12.05,2179.0,120.0,8.0,Mahindra,11
750000,71000,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,7.0,Mahindra,6
340000,40000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,Maruti,6
650000,31800,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.86,5.0,Hyundai,4
300000,65000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5.0,Hyundai,8
204999,15000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5.0,Maruti,8
254999,70000,Diesel,Individual,Manual,Second Owner,20.8,1461.0,65.0,5.0,Mahindra,10
650000,5000,Petrol,Individual,Manual,First Owner,18.16,1196.0,86.8,5.0,Ford,5
280000,50000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0,Hyundai,5
100000,80000,Diesel,Individual,Manual,First Owner,17.2,1396.0,53.5,5.0,Tata,11
575000,70000,Diesel,Individual,Manual,Second Owner,13.58,2499.0,72.4,9.0,Chevrolet,8
780000,40000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,Maruti,5
467000,157000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,Mahindra,9
1050000,90000,Diesel,Individual,Manual,First Owner,15.4,2179.0,120.0,7.0,Mahindra,7
225000,80000,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5.0,Hyundai,11
90000,90000,Petrol,Individual,Manual,More than 2 owner,19.3,1248.0,0.0,5.0,Hyundai,18
80000,80000,Petrol,Individual,Automatic,More than 2 owner,19.3,1248.0,0.0,5.0,Hyundai,18
300000,80000,Diesel,Individual,Manual,First Owner,19.3,1248.0,0.0,5.0,Toyota,10
260000,70000,Diesel,Individual,Manual,Second Owner,21.03,1461.0,65.0,5.0,Mahindra,10
90000,50000,Petrol,Individual,Manual,Second Owner,16.0,995.0,63.0,5.0,Chevrolet,13
280000,60000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,5.0,Ford,10
350000,106000,Diesel,Individual,Manual,Second Owner,20.8,1461.0,65.0,5.0,Mahindra,8
229999,80000,Diesel,Individual,Manual,Second Owner,10.5,2179.0,120.0,7.0,Mahindra,16
550000,80000,Diesel,Individual,Manual,Second Owner,15.96,2523.0,63.0,9.0,Mahindra,6
850000,110000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.0,8.0,Toyota,9
370000,120000,Diesel,Individual,Manual,More than 2 owner,13.6,2523.0,63.0,7.0,Mahindra,11
250000,27000,Petrol,Individual,Manual,First Owner,20.92,998.0,67.1,5.0,Maruti,9
95000,70000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,Maruti,15
180000,70000,Petrol,Individual,Manual,Second Owner,18.9,1061.0,67.0,5.0,Maruti,12
650000,50000,Diesel,Individual,Automatic,First Owner,17.45,1493.0,100.0,7.0,Mahindra,6
530000,60000,Diesel,Individual,Manual,First Owner,25.4,1186.0,73.97,5.0,Hyundai,4
610000,15000,Petrol,Individual,Manual,First Owner,22.0,1197.0,81.8,5.0,Maruti,5
200000,40000,Petrol,Individual,Manual,First Owner,19.3,1248.0,0.0,5.0,Maruti,11
265000,135000,Diesel,Individual,Manual,First Owner,14.0,2498.0,112.0,8.0,Mahindra,12
560000,26300,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0,Tata,4
430000,120000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,Mahindra,8
711000,35000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,Maruti,5
511000,30000,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,5.0,Maruti,7
450000,165000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,Mahindra,10
325000,50000,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5.0,Tata,7
434999,120000,Diesel,Individual,Manual,First Owner,21.64,1461.0,84.8,5.0,Renault,9
210000,100000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5.0,Ford,12
140000,90000,Petrol,Individual,Manual,More than 2 owner,19.3,1248.0,0.0,5.0,Maruti,13
160000,120000,Petrol,Individual,Manual,Second Owner,15.0,1586.0,104.68,5.0,Maruti,15
650000,70000,Petrol,Individual,Manual,Second Owner,17.5,1373.0,91.1,7.0,Maruti,5
250000,90000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,0.0,5.0,Maruti,14
320000,72000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,Hyundai,8
290000,50000,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5.0,Renault,5
163000,5000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,0.0,5.0,Mahindra,26
80000,30000,Petrol,Individual,Manual,First Owner,25.4,624.0,37.48,4.0,Tata,9
1100000,20000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,7.0,Tata,5
600000,110000,Diesel,Individual,Manual,First Owner,26.21,1248.0,88.5,5.0,Maruti,7
340000,25000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,Renault,5
750000,120000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,7.0,Toyota,8
100000,40000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,Maruti,16
395000,10000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,Renault,3
200000,65000,Petrol,Individual,Manual,First Owner,18.9,1061.0,67.0,5.0,Maruti,12
450000,10000,CNG,Individual,Manual,First Owner,21.94,1196.0,61.7,5.0,Maruti,3
180000,110000,Petrol,Individual,Manual,Second Owner,13.87,1390.0,75.0,5.0,Mahindra,10
190000,120000,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,7.0,Mahindra,14
310000,72000,Petrol,Individual,Manual,First Owner,15.37,1196.0,73.0,5.0,Maruti,7
351000,89100,Diesel,Individual,Manual,Second Owner,23.2,1248.0,73.94,5.0,Maruti,8
190000,94000,Petrol,Individual,Manual,Second Owner,17.4,1599.0,104.0,5.0,Chevrolet,16
225000,120000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0,Hyundai,7
130000,110000,Petrol,Individual,Manual,First Owner,16.2,995.0,62.1,5.0,Chevrolet,10
1000000,50000,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,5.0,Maruti,4
55000,90000,Diesel,Individual,Manual,More than 2 owner,16.8,1405.0,62.0,5.0,Tata,18
330000,23000,Petrol,Individual,Manual,First Owner,18.2,1199.0,82.4,5.0,Chevrolet,8
166000,50000,Petrol,Individual,Manual,First Owner,16.8,796.0,34.2,5.0,Maruti,9
200000,300000,Diesel,Individual,Manual,First Owner,14.0,2498.0,112.0,8.0,Mahindra,9
140000,50000,Petrol,Individual,Manual,More than 2 owner,20.92,998.0,67.1,5.0,Maruti,11
370000,140000,CNG,Individual,Manual,First Owner,21.94,1196.0,61.7,5.0,Maruti,5
720000,16000,Petrol,Individual,Automatic,First Owner,17.4,1197.0,81.86,5.0,Hyundai,3
500000,126000,Diesel,Individual,Manual,First Owner,21.19,1396.0,88.73,5.0,Hyundai,7
570000,15000,Petrol,Individual,Manual,First Owner,20.14,1197.0,81.86,5.0,Hyundai,3
210000,200000,Petrol,Individual,Manual,First Owner,17.5,1197.0,85.8,5.0,Maruti,12
120000,120000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,Maruti,13
95000,120000,Petrol,Individual,Manual,More than 2 owner,15.3,1341.0,83.0,5.0,Hyundai,17
196000,110000,Petrol,Individual,Automatic,More than 2 owner,16.95,1197.0,78.9,5.0,Hyundai,12
392000,38000,Petrol,Individual,Manual,First Owner,15.37,1196.0,73.0,5.0,Maruti,6
150000,104000,Petrol,Individual,Manual,First Owner,15.0,1368.0,90.0,5.0,Tata,12
595000,120000,Petrol,Individual,Manual,First Owner,15.4,1497.0,117.3,7.0,Honda,5
833000,35000,Diesel,Individual,Automatic,First Owner,24.3,1248.0,88.5,5.0,Maruti,4
280000,210000,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,5.0,Maruti,11
35000,35000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4.0,Maruti,19
180000,85000,Diesel,Individual,Manual,More than 2 owner,21.1,1248.0,73.9,5.0,Maruti,13
225000,80000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5.0,Maruti,10
1400000,50000,Diesel,Individual,Automatic,First Owner,14.84,2143.0,170.0,5.0,Mercedes-Benz,10
340000,40000,Diesel,Individual,Manual,First Owner,23.0,1396.0,90.0,5.0,Hyundai,13
550000,216000,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,8.0,Toyota,12
400000,65000,Petrol,Individual,Manual,Second Owner,20.51,998.0,67.04,5.0,Maruti,5
90000,100000,Petrol,Individual,Manual,More than 2 owner,15.3,1341.0,83.0,5.0,Hyundai,16
650000,84000,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,5.0,Maruti,7
730000,210000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.0,7.0,Toyota,10
125000,60000,Petrol,Individual,Manual,First Owner,15.26,1150.0,74.9,5.0,Chevrolet,12
81000,100000,Petrol,Individual,Manual,More than 2 owner,15.3,1341.0,83.0,5.0,Hyundai,16
170000,78000,Petrol,Individual,Manual,Second Owner,16.1,1298.0,88.2,5.0,Maruti,15
81000,161000,Petrol,Individual,Manual,More than 2 owner,13.0,1493.0,100.0,5.0,Honda,20
95000,70000,Petrol,Individual,Manual,More than 2 owner,19.7,796.0,46.3,5.0,Maruti,17
55000,50000,Petrol,Individual,Manual,More than 2 owner,26.0,624.0,35.0,4.0,Tata,12
880000,65000,Diesel,Individual,Manual,First Owner,19.98,1461.0,108.5,8.0,Renault,5
200000,50000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,Renault,7
480000,25000,Petrol,Individual,Manual,First Owner,20.52,1197.0,81.8,5.0,Maruti,3
480000,100000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,9.0,Mahindra,9
700000,6000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,Hyundai,4
850000,72113,Diesel,Individual,Manual,First Owner,21.9,1498.0,98.6,7.0,Honda,6
300000,40000,Diesel,Individual,Manual,First Owner,23.57,1396.0,70.0,5.0,Tata,10
650000,8000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,Hyundai,5
220000,20000,Petrol,Individual,Manual,First Owner,21.1,1197.0,85.8,5.0,Maruti,12
300000,45000,Diesel,Individual,Manual,First Owner,19.09,1405.0,69.01,5.0,Tata,8
450000,80000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0,Maruti,8
400000,90000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0,Maruti,8
1030000,25000,Diesel,Individual,Manual,First Owner,25.1,1248.0,88.5,5.0,Maruti,4
190000,100000,Diesel,Individual,Manual,Second Owner,18.8,1248.0,90.0,5.0,Tata,12
140000,60000,Petrol,Individual,Manual,Second Owner,16.6,1388.0,68.0,5.0,Ford,16
800000,30000,Diesel,Individual,Manual,First Owner,21.19,1396.0,88.76,5.0,Hyundai,4
229999,120000,Diesel,Individual,Manual,More than 2 owner,10.5,2609.0,120.0,7.0,Mahindra,15
300000,80000,Diesel,Individual,Manual,Second Owner,13.93,2179.0,138.03,7.0,Tata,11
375000,69000,Diesel,Individual,Manual,Second Owner,20.54,1598.0,103.6,5.0,Volkswagen,11
140000,75000,Petrol,Individual,Manual,First Owner,18.6,1199.0,79.4,5.0,Chevrolet,12
60000,113000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,Maruti,18
420000,90000,Diesel,Individual,Manual,Second Owner,24.4,1120.0,71.01,5.0,Hyundai,8
300000,100000,Diesel,Individual,Manual,More than 2 owner,23.08,1461.0,63.12,5.0,Renault,10
150000,110000,Diesel,Individual,Manual,First Owner,22.3,1248.0,74.0,5.0,Tata,10
600000,90000,Diesel,Individual,Manual,First Owner,22.77,1498.0,98.59,5.0,Ford,7
204999,100000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5.0,Ford,11
625000,50000,Diesel,Individual,Manual,First Owner,25.4,1186.0,73.97,5.0,Hyundai,5
280000,200000,Diesel,Individual,Manual,First Owner,20.5,1248.0,91.7,5.0,Fiat,11
1050000,146000,Diesel,Individual,Automatic,Second Owner,13.01,2199.0,194.3,7.0,Hyundai,8
250000,80000,Petrol,Individual,Manual,Second Owner,12.9,1598.0,102.5,5.0,Chevrolet,13
535000,96443,Diesel,Individual,Manual,Second Owner,11.57,2179.0,138.1,7.0,Tata,12
400000,100000,Petrol,Individual,Automatic,Second Owner,11.7,2354.0,177.6,5.0,Honda,13
610000,10000,Petrol,Individual,Automatic,First Owner,21.21,1197.0,81.8,5.0,Maruti,3
509999,110000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0,Maruti,8
521000,86000,Diesel,Individual,Manual,Second Owner,14.0,2179.0,138.1,7.0,Tata,8
511000,100000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0,Maruti,8
451000,91000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0,Hyundai,8
170000,100000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5.0,Hyundai,13
450000,120000,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,5.0,Maruti,9
375000,90000,Petrol,Individual,Manual,Second Owner,17.0,1497.0,118.0,5.0,Honda,11
305000,60000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5.0,Maruti,6
315000,51500,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,Renault,6
250000,60000,Diesel,Individual,Manual,Second Owner,22.1,1248.0,74.0,5.0,Chevrolet,6
200000,104500,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5.0,Ford,10
950000,30000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0,Ford,4
400000,120000,Diesel,Individual,Manual,More than 2 owner,19.01,1461.0,108.45,5.0,Renault,10
509999,100000,Diesel,Individual,Manual,Second Owner,22.9,1248.0,74.0,5.0,Maruti,8
375000,90000,Petrol,Individual,Manual,More than 2 owner,13.5,1799.0,130.0,5.0,Honda,14
150000,150000,Petrol,Individual,Manual,More than 2 owner,18.9,998.0,67.1,5.0,Maruti,17
75000,60000,Petrol,Individual,Automatic,First Owner,18.9,998.0,67.1,5.0,Maruti,16
465000,50000,Petrol,Individual,Manual,Second Owner,17.43,1396.0,105.5,5.0,Hyundai,7
700000,10000,Diesel,Individual,Manual,First Owner,24.0,1186.0,73.97,5.0,Hyundai,3
950000,120000,Diesel,Individual,Manual,More than 2 owner,15.4,1997.0,120.0,7.0,Mahindra,7
610000,40000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,Hyundai,5
60000,120000,Petrol,Individual,Manual,Second Owner,19.3,1248.0,0.0,5.0,Hyundai,18
235000,50000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,Maruti,8
330000,90000,Petrol,Individual,Manual,First Owner,15.37,1196.0,73.0,5.0,Maruti,5
472000,90000,Diesel,Individual,Manual,First Owner,20.45,1461.0,83.8,5.0,Nissan,8
585000,10000,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,5.0,Maruti,3
500000,10000,Diesel,Individual,Manual,First Owner,23.5,909.0,45.0,8.0,Mahindra,4
360000,27000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0,Maruti,3
649000,70000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0,Maruti,6
200000,50000,Petrol,Individual,Manual,First Owner,16.8,796.0,34.2,5.0,Maruti,5
240000,60000,Petrol,Individual,Manual,First Owner,19.3,1248.0,0.0,5.0,Maruti,14
400000,110000,Diesel,Individual,Manual,First Owner,24.0,1120.0,70.0,5.0,Hyundai,8
250000,100000,Diesel,Individual,Manual,Second Owner,27.62,793.0,47.0,5.0,Maruti,7
1200000,50000,Diesel,Individual,Manual,First Owner,17.3,1497.0,121.0,7.0,Mahindra,4
250000,105000,Diesel,Individual,Manual,Second Owner,17.8,1248.0,75.0,5.0,Maruti,13
819999,110000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,8.0,Toyota,9
800000,60000,Diesel,Individual,Manual,Second Owner,15.1,2179.0,140.0,7.0,Mahindra,8
429000,49102,Petrol,Dealer,Manual,Second Owner,18.88,999.0,123.37,5.0,Ford,9
150000,60000,Petrol,Individual,Manual,More than 2 owner,17.92,1086.0,62.1,5.0,Hyundai,12
315000,120000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,0.0,5.0,Maruti,12
170000,90000,Diesel,Individual,Manual,First Owner,25.44,936.0,57.6,5.0,Chevrolet,10
335000,33033,Petrol,Dealer,Manual,First Owner,19.4,1198.0,86.8,5.0,Honda,8
465000,63063,Petrol,Dealer,Automatic,First Owner,18.9,1197.0,82.0,5.0,Hyundai,7
360000,81000,Diesel,Individual,Manual,Second Owner,19.01,1461.0,108.45,5.0,Renault,9
570000,80000,Diesel,Individual,Manual,First Owner,25.4,1186.0,73.97,5.0,Hyundai,4
350000,105000,Diesel,Individual,Manual,Second Owner,19.01,1461.0,108.45,5.0,Renault,10
600000,60000,Diesel,Individual,Manual,First Owner,19.3,1248.0,0.0,5.0,Mahindra,5
700000,227000,Petrol,Individual,Manual,First Owner,17.5,1373.0,91.1,7.0,Maruti,5
375000,100000,Diesel,Individual,Manual,Second Owner,19.01,1461.0,108.45,5.0,Renault,10
450000,60000,CNG,Individual,Manual,First Owner,21.94,1196.0,61.7,5.0,Maruti,3
325000,70000,Diesel,Individual,Manual,More than 2 owner,21.9,1396.0,88.76,5.0,Hyundai,9
260000,120000,Diesel,Individual,Manual,More than 2 owner,20.54,1598.0,103.6,5.0,Volkswagen,11
130000,80000,Petrol,Individual,Manual,More than 2 owner,19.7,796.0,46.3,5.0,Maruti,13
150000,120000,Diesel,Individual,Manual,More than 2 owner,11.57,2179.0,138.1,7.0,Tata,14
220000,40000,Petrol,Individual,Manual,First Owner,17.92,1086.0,62.1,5.0,Hyundai,8
275000,53000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5.0,Hyundai,8
455000,60000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0,Maruti,5
570000,30000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,Hyundai,5
330000,100000,Diesel,Individual,Manual,More than 2 owner,20.54,1598.0,103.6,5.0,Volkswagen,9
1576000,70000,Diesel,Individual,Manual,First Owner,13.68,2393.0,147.8,7.0,Toyota,4
450000,98000,Diesel,Individual,Manual,More than 2 owner,20.77,1248.0,88.8,7.0,Maruti,10
250000,60000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,Hyundai,8
165000,80000,Petrol,Individual,Manual,More than 2 owner,20.36,1197.0,78.9,5.0,Hyundai,12
800000,117000,Diesel,Dealer,Automatic,First Owner,11.18,2696.0,184.0,7.0,Mahindra,9
680000,8576,Petrol,Dealer,Manual,First Owner,18.7,1199.0,88.7,5.0,Honda,4
525000,19723,Petrol,Dealer,Automatic,First Owner,20.3,1199.0,84.0,5.0,Tata,5
825000,21446,Petrol,Dealer,Manual,First Owner,16.8,1497.0,116.3,5.0,Honda,6
750000,52289,Diesel,Dealer,Manual,First Owner,25.1,1248.0,88.5,5.0,Maruti,5
950000,52236,Diesel,Dealer,Manual,First Owner,15.4,2179.0,120.0,7.0,Mahindra,5
950000,54470,Diesel,Dealer,Manual,First Owner,15.4,2179.0,120.0,7.0,Mahindra,5
675000,25471,Diesel,Dealer,Manual,First Owner,21.9,1396.0,90.0,5.0,Hyundai,5
490000,33928,Petrol,Dealer,Manual,First Owner,23.84,1199.0,84.48,5.0,Tata,3
775000,59736,Diesel,Dealer,Manual,First Owner,18.49,1493.0,100.0,7.0,Mahindra,4
350000,54290,Petrol,Dealer,Manual,First Owner,17.0,1497.0,118.0,5.0,Honda,13
475000,2118,Petrol,Dealer,Manual,First Owner,19.4,1198.0,86.8,5.0,Honda,6
950000,61379,Diesel,Dealer,Manual,First Owner,15.4,2179.0,120.0,7.0,Mahindra,5
350000,58544,Petrol,Dealer,Manual,Second Owner,17.4,1497.0,117.3,5.0,Honda,12
400000,74381,Petrol,Dealer,Manual,First Owner,21.79,998.0,67.05,5.0,Maruti,6
75000,35000,Petrol,Individual,Manual,More than 2 owner,16.1,796.0,37.0,4.0,Maruti,21
850000,63982,Diesel,Dealer,Manual,First Owner,22.7,1498.0,89.84,5.0,Ford,5
175000,65000,Petrol,Dealer,Manual,Second Owner,18.9,998.0,67.1,5.0,Maruti,14
570000,74000,Diesel,Dealer,Manual,First Owner,15.96,2523.0,62.1,7.0,Mahindra,8
525000,56429,Diesel,Dealer,Manual,Second Owner,19.01,1461.0,108.45,5.0,Renault,9
270000,56000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5.0,Hyundai,10
434999,19500,Petrol,Dealer,Manual,First Owner,20.3,1086.0,68.07,5.0,Hyundai,3
495000,30000,Petrol,Dealer,Manual,First Owner,18.6,1197.0,81.83,5.0,Hyundai,7
575000,53000,Diesel,Dealer,Manual,First Owner,22.54,1396.0,88.73,5.0,Hyundai,6
